file,groundtruth,spoof_prob,mfcc_0_mean,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,mfcc_13_mean,mfcc_14_mean,mfcc_15_mean,mfcc_16_mean,mfcc_17_mean,mfcc_18_mean,mfcc_19_mean,mfcc_0_std,mfcc_1_std,mfcc_2_std,mfcc_3_std,mfcc_4_std,mfcc_5_std,mfcc_6_std,mfcc_7_std,mfcc_8_std,mfcc_9_std,mfcc_10_std,mfcc_11_std,mfcc_12_std,mfcc_13_std,mfcc_14_std,mfcc_15_std,mfcc_16_std,mfcc_17_std,mfcc_18_std,mfcc_19_std,flatness_mean,flatness_std,onset_mean,onset_std,harmonic_mean,percussive_mean
LA_D_9119393.flac,spoof,0.9999997615814209,-321.73161658339615,88.06104448273426,12.308657067028557,25.58767484116742,3.8303839317926274,-1.6082460087115371,-14.462547501006464,-11.286911041483165,-12.888108234705888,-5.961973896646124,-12.606291090409586,-10.240238614791021,-8.911628309607975,-5.368477608744554,-4.7711384683612765,-7.145632898009668,-7.1323442320654715,-7.966197321030099,-13.77940220239125,-8.113375193725421,149.2558137013851,52.0168990608584,43.58584850757989,20.822742463821573,16.988689332669466,9.74973995985262,12.829583382968758,19.79133663145454,9.320721804385325,9.697901855820426,11.15169796292855,8.646722212444212,9.54648206459326,6.776513215819064,7.5025675879198594,7.73630769914369,7.474289464504074,8.558342779620215,13.077211686752447,6.657168610162005,0.018072706126946916,0.03377456322544193,1.9746012650136873,2.440701086981197,4.042124179370189e-09,-2.064903947982814e-07
LA_D_1899250.flac,spoof,0.9999994039535522,-288.282003654066,87.2739658383436,-18.76676681753277,23.205655550309853,0.929313156031823,-17.192454226141752,-12.57880354921023,-24.397449288834895,-0.11008765600448431,-15.420038512741872,-7.257152072507743,-9.261568749944368,-5.217272519141204,-10.856862237402636,-22.66740135398022,-13.533829297321711,-7.008206777332365,-12.390241408417392,-9.443122176294642,-7.173245069708011,129.2207095885269,51.51942881672344,37.558197804150744,35.99192982051118,16.474960616964896,21.467857441869125,14.854603117691607,18.74350727137142,12.342232783565615,14.696576972626907,10.726860220012194,11.996835793578443,9.837276192740363,8.711647777149848,13.438410341495942,10.881614418072784,8.33274293829733,8.800253823008092,7.621124284679126,5.048185712548405,0.02330493550773254,0.05335545779163564,2.888415452092886,3.411822452043791,1.7769974737566606e-06,4.0693901074001834e-06
LA_D_1659955.flac,spoof,0.9999949932098389,-231.30242787050398,126.27507949143313,-17.06980017396841,26.042452440502938,-4.923642511615593,-5.849913850259245,-4.484626198082827,-30.41050936700253,-11.51045410753636,-18.03259301453494,-4.38451131843449,2.6840243875310663,-23.351001304187132,5.602455259039161,-21.52030181014136,-12.722790337680431,-11.381526379103072,-18.721977967894478,-8.037549402606622,-6.9386196082897404,115.04397289720087,80.82868506157016,43.68523719802189,37.38763435872349,16.72480550295453,17.101752012590236,11.959740469053637,20.632144668442034,15.083375156662102,14.811230809678671,8.986334606311209,8.371159419471892,13.101246701695663,8.822297380765242,11.642829841520285,11.30796502235183,5.867791410971676,7.1418314245405385,5.775153614991801,8.231329263489384,0.026120598435533864,0.05761799215432582,2.9970811574479166,3.5252565140110126,-1.0477209517563234e-06,-2.8821209207160575e-06
LA_D_6648419.flac,spoof,0.9999932050704956,-249.6962804340181,67.28744073126997,1.5548791759780476,43.568250949326014,-16.35462875366211,-13.133048591869217,-23.56564276424192,-23.078710233029867,-11.74635724964596,-8.64465129332883,-2.842792761680626,-7.723498749874887,-13.628408729462397,-16.962037176461447,-19.845056038953008,-10.467738729147683,-8.705606072999181,-14.323164502921559,-13.327801630752427,-7.563094505951518,117.5043978613179,43.57319236960416,46.715436845786144,41.596050538843116,26.009609966508915,16.20261531498727,17.344211001862696,16.38656227590635,15.008668219276867,12.384861076774246,9.669138263777583,10.58096248431446,9.269063446251199,8.936769147795872,10.442235789379042,6.730766175797494,6.201315438029692,7.962515280039192,8.631516432175296,7.11254841810737,0.01647812447929049,0.03754728322247683,2.993949863704897,3.2179824817933604,2.3416866088165424e-06,5.475508715146794e-06
LA_D_8122936.flac,spoof,0.9999988079071045,-292.0480086677953,97.09202406699197,0.5143250017835382,24.070780862449553,-3.8845962719959126,-10.33485507494525,-17.77659003671847,-16.489898942541657,-13.86854084999415,-9.02880606002975,-13.218804870519723,-12.868965200164862,-10.717619279693617,-6.194229519746282,-7.625813371256778,-8.334298003661004,-9.145291611552238,-9.540098429771891,-16.690557035960648,-7.863659800144664,140.75588808134316,46.749147917027564,50.904992874170276,29.35481685006033,20.909054423544664,16.100973109452706,11.803315447717457,15.013962868876678,10.452131558407915,12.182238219244338,12.647225372011908,6.036546256891756,8.337031409181236,7.2398871710241,7.501033317743811,6.580601194676247,7.145084627685949,8.353539964431672,12.476908442908766,6.790338179511958,0.014936963809089465,0.024470742728246935,2.4835087529530653,3.385919936141761,-4.4519923842706064e-09,-7.86747965754984e-08
LA_D_3631905.flac,bonafide,0.0002362184604862705,-398.2305862085143,41.483929039382225,6.534124972437745,20.507893851221496,5.142052769216139,-7.434678611470692e-05,-3.786871363422764,-3.7701333280819567,-2.456170101441554,-4.320439552415663,-10.300304267833482,-2.676474068925452,-1.664864324394669,-1.281517299253549,-3.3385465047252714,-5.738470321604565,-7.3152730369300984,-9.756648570299149,-13.559552312786899,-9.134119510650635,179.4441332816595,40.46993453974781,26.606386118890644,20.07305165881455,16.197173717337837,16.610656540179665,17.47468653648864,15.589723966410117,12.856006090155581,11.841336078641952,15.986129518563862,9.692212446427357,9.728038674640686,5.176612968538691,5.588013477648085,6.676008043664868,7.101442868442612,7.5627479847859576,9.752718890242793,4.972196941225957,0.03246666147280658,0.04425249215073011,1.4448025313053112,2.5618567706524304,1.8833100463370022e-07,-3.266916960733154e-07
LA_D_8638229.flac,spoof,0.9999433755874634,-300.9020833736513,89.00750839419482,-16.33348007899959,20.881646796697524,-8.973364405515717,-4.36115320572039,-15.531685887676913,-12.429838532354774,-4.334393895980789,-3.026602792122015,-9.50557909251713,-9.982526897293765,-6.581222601507495,-10.812276156937203,-16.16423233652987,-11.07245741094031,-12.333944429348154,-7.426740433384732,-6.272087370477071,-9.098440797227186,165.3504422520957,42.425869488990436,39.55647605856517,19.19767325477651,23.108855430659496,18.456773509340625,19.723270602833527,17.211322260301156,12.663902424173376,8.190000726006435,8.084289969835805,10.219033326862773,8.27700906584833,8.174789045265031,9.658901818607152,7.626199314577369,8.959241473991268,5.554622191131991,7.972300521961575,7.523366184586339,0.012454855755516669,0.02226540649385097,2.2116386789783107,4.052303728665504,9.353705140343383e-07,8.254206904080099e-07
LA_D_6113999.flac,bonafide,8.492739652865566e-06,-394.6361110591087,53.166499614715576,-5.5555048129137825,21.07412493429264,-6.310248618867217,-1.518022519199788,-11.080279608233637,-9.152547810007544,3.4398055707707123,-8.466239758649794,-8.649401512090899,-9.017528750378045,-9.25372571855032,-10.006010773302126,-8.130677416044122,-6.768226290951256,-11.323494176654254,-4.849024972244471,-5.593855158120644,-7.143529564893546,173.711622135093,38.097922704837984,49.27431667125163,28.835102867351676,30.748078677175414,15.554065669756934,20.905652836604705,19.749757012507743,10.842887047560936,11.965356842137025,9.213771546104395,7.927384202501334,6.931971598057016,8.658621341135783,8.103659944526443,5.788107668965392,9.31138592052946,7.001330408460447,6.606799311542774,9.358392529002465,0.035318741344345664,0.04333825959179183,1.879841522008431,3.2106030753116253,-2.5807243002062855e-08,3.43120128069126e-08
LA_D_1892568.flac,spoof,0.9725922346115112,-313.4606831073761,55.55960075494367,-5.077981375594391,33.84310860648402,-4.829608936706791,-3.8567293338885067,-8.096135494648479,-17.22386270809802,-7.145923490374116,-9.473339617013698,-9.744572901475475,-3.418151540547842,-9.390549128188287,-1.7950630009174346,-6.47664859148208,-12.82190553699038,-3.155719477951061,-8.984789146593538,-10.511629432905465,-5.301134545641252,171.4529992511956,60.42931066051312,35.42797821071599,27.367683046453905,15.725698188004804,16.036057212179422,13.824820148697386,24.853106505383828,11.751459714156093,13.9986789012028,12.725504129559292,7.703779248295586,11.121799900058653,9.001267836508106,7.6062762076126464,12.291412572327932,6.292965111379442,9.02425263230614,9.067443129628856,6.690274494153528,0.03650286018528277,0.05186131506321283,2.3218063411768526,3.4598094074140526,4.2771413466356733e-07,2.2848789944964324e-07
LA_D_6925004.flac,spoof,0.9999891519546509,-190.95262728797064,72.65148642948932,5.678382942246066,22.269469076560604,-4.7187096402049065,-27.14420281805926,-17.72300447523594,-30.882163961728413,-16.00338914990425,-22.7078948352072,-14.36572811835342,-8.2308431437446,-9.200710926618841,-6.868422999150223,-27.87912912832366,-8.292917871019906,-12.957289398751325,-16.048780189620125,-12.087840833597713,-10.690764160619842,75.87539947051253,73.18349695456732,42.396121569737616,35.02911697385623,18.724702895087027,20.52903032872682,16.292742418828183,20.50978231064323,13.261090804920824,9.303585542115833,8.981765731409498,9.345823597579013,8.401867574621361,7.335595228679919,10.542885116098944,7.461648799454657,6.349301886409521,5.605550849919398,5.967017452388533,6.552601650654579,0.021130929102721692,0.04931779710900608,2.9196878715107837,3.002272009283385,3.5214413900934712e-06,1.683770216177341e-06
